"barcode","dataset","PAX8","GATA3","ESR1"
"TCGA-24-0970-01B-01R-0436-07","OV.mRNA",4.06275,-3.859375,-3.0495
"TCGA-24-0975-01A-02R-0436-07","OV.mRNA",3.706,-3.409625,-0.06475
"TCGA-24-0979-01A-01R-0436-07","OV.mRNA",3.72625,-4.552625,1.31458333333333
"TCGA-24-0980-01A-01R-0406-07","OV.mRNA",1.47025,-3.58475,-0.662583333333333
"TCGA-24-0982-01A-01R-0436-07","OV.mRNA",3.69825,-3.501875,1.18008333333333
"TCGA-24-1103-01A-01R-0436-07","OV.mRNA",3.9695,-4.679875,1.86425
"TCGA-24-1104-01A-01R-0436-07","OV.mRNA",3.52,-3.568,2.46925
"TCGA-24-1105-01A-01R-0436-07","OV.mRNA",4.05,-3.872125,0.198583333333333
"TCGA-24-1413-01A-01R-0456-07","OV.mRNA",3.82025,-5.0895,1.31141666666667
"TCGA-24-1416-01A-01R-0479-07","OV.mRNA",3.371,-4.686125,1.2805
"TCGA-24-1417-01A-01R-0479-07","OV.mRNA",3.90025,-4.42725,2.29708333333333
"TCGA-24-1418-01A-01R-0479-07","OV.mRNA",4.09025,-4.952,1.41491666666667
"TCGA-24-1419-01A-01R-0479-07","OV.mRNA",-0.5595,-5.45075,2.35825
"TCGA-24-1422-01A-01R-0479-07","OV.mRNA",4.2445,-4.141625,2.98758333333333
"TCGA-24-1423-01A-01R-0479-07","OV.mRNA",4.482,-4.352,2.464
"TCGA-24-1424-01A-01R-0479-07","OV.mRNA",4.452,-5.2985,1.30566666666667
"TCGA-24-1425-01A-02R-0504-07","OV.mRNA",2.13025,-4.532,1.29716666666667
"TCGA-24-1426-01A-01R-0479-07","OV.mRNA",4.64475,-4.53875,-3.16175
"TCGA-24-1427-01A-01R-0479-07","OV.mRNA",3.38075,-4.28075,1.57275
"TCGA-24-1428-01A-01R-0479-07","OV.mRNA",4.18225,-5.117875,2.62758333333333
"TCGA-24-1430-01A-01R-0479-07","OV.mRNA",4.31625,-5.671125,1.91658333333333
"TCGA-24-1431-01A-01R-0479-07","OV.mRNA",4.187,-4.95425,2.08275
"TCGA-24-1434-01A-01R-0479-07","OV.mRNA",4.254,-3.530875,2.0735
"TCGA-24-1435-01A-01R-0479-07","OV.mRNA",4.25,-3.84875,2.66925
"TCGA-24-1436-01A-01R-0479-07","OV.mRNA",4.52475,-4.625125,0.946416666666667
"TCGA-24-1463-01A-01R-0479-07","OV.mRNA",3.986,-3.290625,2.31725
"TCGA-24-1464-01A-01R-0479-07","OV.mRNA",3.712,-2.794125,2.15275
"TCGA-24-1466-01A-01R-0479-07","OV.mRNA",5.3485,-4.196625,1.93933333333333
"TCGA-24-1467-01A-01R-0479-07","OV.mRNA",4.23825,-5.180875,1.50291666666667
"TCGA-24-1469-01A-01R-0504-07","OV.mRNA",4.10475,-4.069125,2.56033333333333
"TCGA-24-1470-01A-01R-0504-07","OV.mRNA",3.922,-4.043125,2.52591666666667
"TCGA-24-1471-01A-01R-0504-07","OV.mRNA",3.4925,-4.83975,2.81316666666667
"TCGA-24-1474-01A-01R-0504-07","OV.mRNA",-0.63875,-4.63825,1.62991666666667
"TCGA-24-1544-01A-01R-0540-07","OV.mRNA",4.2635,-4.883,1.37683333333333
"TCGA-24-1545-01A-01R-0540-07","OV.mRNA",3.96425,-4.1925,1.9125
"TCGA-24-1546-01A-01R-0540-07","OV.mRNA",4.10325,-4.081125,1.98825
"TCGA-24-1548-01A-01R-0540-07","OV.mRNA",4.225,-5.179,3.35875
"TCGA-24-1549-01A-01R-0504-07","OV.mRNA",4.435,-4.463125,2.40725
"TCGA-24-1550-01A-01R-0504-07","OV.mRNA",2.2115,-4.858,-3.29116666666667
"TCGA-24-1551-01A-01R-0504-07","OV.mRNA",2.51525,-4.185625,2.27275
"TCGA-24-1552-01A-01R-0504-07","OV.mRNA",4.2255,-5.039,2.2705
"TCGA-24-1553-01A-01R-0504-07","OV.mRNA",3.8725,-3.643375,2.29766666666667
"TCGA-24-1555-01A-01R-0504-07","OV.mRNA",3.6875,-4.136625,2.12816666666667
"TCGA-24-1556-01A-01R-0540-07","OV.mRNA",2.536,-4.472125,1.3585
"TCGA-24-1557-01A-01R-0540-07","OV.mRNA",3.0975,-4.160875,2.01416666666667
"TCGA-24-1558-01A-01R-0540-07","OV.mRNA",3.89025,-3.31875,1.08783333333333
"TCGA-24-1560-01A-01R-0540-07","OV.mRNA",4.283,-4.832125,0.828333333333333
"TCGA-24-1562-01A-01R-0504-07","OV.mRNA",3.88125,-3.313375,1.88241666666667
"TCGA-24-1563-01A-01R-0504-07","OV.mRNA",3.47425,-4.13375,1.90583333333333
"TCGA-24-1564-01A-01R-0504-07","OV.mRNA",3.852,-3.632375,1.47333333333333
"TCGA-24-1565-01A-01R-0504-07","OV.mRNA",3.1545,-3.952,2.31833333333333
"TCGA-24-1567-01A-01R-0540-07","OV.mRNA",3.338,-5.253,1.03033333333333
"TCGA-24-1603-01A-01R-0504-07","OV.mRNA",3.5525,-5.136375,2.11733333333333
"TCGA-24-1604-01A-01R-0504-07","OV.mRNA",3.58575,-4.998375,2.204
"TCGA-24-1614-01A-01R-0504-07","OV.mRNA",3.57025,-4.627125,1.37216666666667
"TCGA-24-1616-01A-01R-0504-07","OV.mRNA",4.3015,-4.707625,2.55308333333333
"TCGA-24-1842-01A-01R-0584-07","OV.mRNA",3.18025,-3.483,1.53933333333333
"TCGA-24-1843-01A-01R-0584-07","OV.mRNA",3.42375,-4.402625,3.23341666666667
"TCGA-24-1844-01A-01R-0584-07","OV.mRNA",3.881,-5.237,2.16575
"TCGA-24-1845-01A-01R-0584-07","OV.mRNA",3.738,-3.948,1.00858333333333
"TCGA-24-1846-01A-01R-0584-07","OV.mRNA",2.8055,-4.344375,1.57166666666667
"TCGA-24-1847-01A-01R-0566-07","OV.mRNA",3.70075,-4.597875,0.975833333333333
"TCGA-24-1849-01A-01R-0584-07","OV.mRNA",3.714,-3.780625,1.5695
"TCGA-24-1850-01A-01R-0584-07","OV.mRNA",3.79275,-3.99225,1.50558333333333
"TCGA-24-1852-01A-01R-0810-07","OV.mRNA",3.96525,-4.252375,2.27458333333333
"TCGA-24-1852-02A-01R-0810-07","OV.mRNA",3.43975,-4.493875,2.75608333333333
"TCGA-24-1920-01A-01R-0655-07","OV.mRNA",3.81925,-3.759125,4.02866666666667
"TCGA-24-1923-01A-01R-0655-07","OV.mRNA",3.5345,-4.547375,1.48908333333333
"TCGA-24-1924-01A-01R-0655-07","OV.mRNA",3.8615,-4.08175,2.56875
"TCGA-24-1927-01A-01R-0655-07","OV.mRNA",3.34875,-3.571625,2.17841666666667
"TCGA-24-1928-01A-01R-0655-07","OV.mRNA",3.72975,-4.04975,2.66891666666667
"TCGA-24-1930-01A-01R-0655-07","OV.mRNA",3.58875,-3.407375,2.615
"TCGA-24-2019-01A-02R-0670-07","OV.mRNA",3.72175,-5.68875,0.68725
"TCGA-24-2020-01A-01R-0655-07","OV.mRNA",0.28325,-4.992875,-3.51083333333333
"TCGA-24-2023-01A-01R-0655-07","OV.mRNA",3.76525,-5.078125,2.41
"TCGA-24-2024-01A-02R-0670-07","OV.mRNA",4.28425,-5.181625,2.97216666666667
"TCGA-24-2026-01A-01R-0655-07","OV.mRNA",4.665,-5.061125,2.5485
"TCGA-24-2027-01A-01R-0655-07","OV.mRNA",3.63,-4.910125,-0.754166666666667
"TCGA-24-2029-01A-01R-0655-07","OV.mRNA",2.6055,-4.139125,1.80416666666667
"TCGA-24-2030-01A-01R-0670-07","OV.mRNA",5.18875,-5.686625,3.45341666666667
"TCGA-24-2033-01A-01R-0670-07","OV.mRNA",3.79925,-5.731125,2.50583333333333
"TCGA-24-2035-01A-01R-0670-07","OV.mRNA",4.1525,-4.228625,2.953
"TCGA-24-2036-01A-01R-0670-07","OV.mRNA",3.228,-5.008875,1.88816666666667
"TCGA-24-2038-01A-01R-0670-07","OV.mRNA",3.708,-4.361375,1.60266666666667
"TCGA-24-2254-01A-01R-0670-07","OV.mRNA",3.29675,-5.909625,1.29483333333333
"TCGA-24-2260-01A-01R-0670-07","OV.mRNA",4.06425,-4.44,2.64216666666667
"TCGA-24-2261-01A-01R-0670-07","OV.mRNA",3.419,-4.245625,2.88191666666667
"TCGA-24-2262-01A-01R-0711-07","OV.mRNA",5.04675,-3.79425,-0.01725
"TCGA-24-2267-01A-01R-0711-07","OV.mRNA",3.19525,-4.12475,2.67591666666667
"TCGA-24-2271-01A-01R-0711-07","OV.mRNA",4.26775,-4.573625,2.0015
"TCGA-24-2280-01A-01R-0711-07","OV.mRNA",4.316,-4.464375,0.602083333333333
"TCGA-24-2281-01A-01R-0711-07","OV.mRNA",4.06675,-3.497375,2.21608333333333
"TCGA-24-2288-01A-01R-0711-07","OV.mRNA",4.11325,-4.520125,2.17391666666667
"TCGA-24-2289-01A-01R-0711-07","OV.mRNA",4.083,-4.735,2.47033333333333
"TCGA-24-2290-01A-01R-0711-07","OV.mRNA",3.96725,-4.4375,2.24575
"TCGA-24-2293-01A-01R-0711-07","OV.mRNA",3.78075,-4.39325,1.31941666666667
"TCGA-24-2295-01A-01R-0711-07","OV.mRNA",3.66575,-4.09675,1.81958333333333
"TCGA-24-2297-01A-01R-0711-07","OV.mRNA",4.43025,-4.579375,1.71125
"TCGA-24-2298-01A-01R-0711-07","OV.mRNA",3.982,-4.236625,1.62075
"TCGA-25-1312-01A-01R-0456-07","OV.mRNA",4.168,-5.844,1.73208333333333
"TCGA-25-1313-01A-01R-0456-07","OV.mRNA",4.25725,-4.600875,2.29558333333333
"TCGA-25-1314-01A-01R-0456-07","OV.mRNA",3.695,-3.793125,1.71241666666667
"TCGA-25-1315-01A-01R-0456-07","OV.mRNA",3.93675,-4.550875,0.768083333333333
"TCGA-25-1316-01A-01R-0456-07","OV.mRNA",4.118,-0.937375,-5.03316666666667
"TCGA-25-1317-01A-01R-0456-07","OV.mRNA",3.83775,-4.625875,2.7995
"TCGA-25-1318-01A-01R-0456-07","OV.mRNA",3.808,-4.325,1.97766666666667
"TCGA-25-1319-01A-01R-0456-07","OV.mRNA",4.6465,-5.2455,3.49925
"TCGA-25-1320-01A-01R-0456-07","OV.mRNA",3.6115,-4.48,1.48108333333333
"TCGA-25-1321-01A-01R-0456-07","OV.mRNA",4.4475,-5.7705,2.38166666666667
"TCGA-25-1322-01A-01R-0456-07","OV.mRNA",3.8535,-4.259,1.64566666666667
"TCGA-25-1323-01A-01R-0456-07","OV.mRNA",3.7405,-4.71,2.1275
"TCGA-25-1324-01A-01R-0456-07","OV.mRNA",2.8705,-2.99,2.35375
"TCGA-25-1325-01A-01R-0456-07","OV.mRNA",3.7575,-3.93075,2.57908333333333
"TCGA-25-1326-01A-01R-0456-07","OV.mRNA",3.351,-3.94025,0.63475
"TCGA-25-1328-01A-01R-0456-07","OV.mRNA",4.1355,-4.859875,1.80566666666667
"TCGA-25-1329-01A-01R-0456-07","OV.mRNA",4.208,-5.48275,0.995833333333333
"TCGA-25-1623-01A-01R-0540-07","OV.mRNA",3.76175,-3.680375,0.904083333333333
"TCGA-25-1625-01A-01R-0540-07","OV.mRNA",3.50675,-4.167125,1.447
"TCGA-25-1626-01A-01R-0540-07","OV.mRNA",3.7725,-3.68425,1.2775
"TCGA-25-1627-01A-01R-0540-07","OV.mRNA",4.31925,-3.820875,2.14841666666667
"TCGA-25-1628-01A-01R-0540-07","OV.mRNA",3.285,-4.34125,0.995916666666667
"TCGA-25-1630-01A-01R-0540-07","OV.mRNA",3.67475,-4.813,1.83658333333333
"TCGA-25-1631-01A-01R-0540-07","OV.mRNA",3.924,-4.509625,1.61516666666667
"TCGA-25-1632-01A-01R-0540-07","OV.mRNA",4.59325,-4.672875,0.603166666666667
"TCGA-25-1633-01A-01R-0540-07","OV.mRNA",2.6145,-4.21025,1.36666666666667
"TCGA-25-1634-01A-01R-0540-07","OV.mRNA",4.284,-4.263875,1.94908333333333
"TCGA-25-1635-01A-01R-0540-07","OV.mRNA",2.982,-3.438375,3.26891666666667
"TCGA-25-1870-01A-01R-0655-07","OV.mRNA",4.093,-3.989375,2.58316666666667
"TCGA-25-1871-01A-01R-0655-07","OV.mRNA",3.56925,-3.525875,3.63075
"TCGA-25-1877-01A-01R-0655-07","OV.mRNA",0.43875,-4.21825,-3.37058333333333
"TCGA-25-1878-01A-01R-0655-07","OV.mRNA",3.309,-3.26925,1.58583333333333
"TCGA-25-2042-01A-01R-0711-07","OV.mRNA",3.34575,-4.31575,0.21525
"TCGA-25-2390-01A-01R-0711-07","OV.mRNA",2.9475,-4.59575,2.92158333333333
"TCGA-25-2391-01A-01R-0711-07","OV.mRNA",3.44,-5.58925,2.18275
"TCGA-25-2392-01A-01R-0711-07","OV.mRNA",3.651,-3.66,2.26341666666667
"TCGA-25-2393-01A-01R-0711-07","OV.mRNA",4.657,-4.55425,0.132583333333333
"TCGA-25-2396-01A-01R-0711-07","OV.mRNA",3.567,-4.815375,2.90066666666667
"TCGA-25-2397-01A-01R-0711-07","OV.mRNA",4.07575,-5.175,3.28675
"TCGA-25-2398-01A-01R-0711-07","OV.mRNA",4.5675,-3.833125,0.410583333333333
"TCGA-25-2399-01A-01R-0711-07","OV.mRNA",3.8155,-5.156375,2.20375
"TCGA-25-2400-01A-01R-0711-07","OV.mRNA",3.45075,-4.18675,2.68133333333333
"TCGA-25-2401-01A-01R-0711-07","OV.mRNA",3.89425,-4.22325,2.31791666666667
"TCGA-25-2404-01A-01R-0711-07","OV.mRNA",3.52775,-4.716375,1.6765
"TCGA-25-2408-01A-01R-0711-07","OV.mRNA",3.12775,-4.652875,1.83991666666667
"TCGA-25-2409-01A-01R-0711-07","OV.mRNA",3.26,-3.927625,1.8255
"TCGA-29-1688-01A-01R-0566-07","OV.mRNA",2.075,-3.785875,0.670583333333333
"TCGA-29-1690-01A-01R-0566-07","OV.mRNA",4.007,-4.6815,1.75891666666667
"TCGA-29-1691-01A-01R-0566-07","OV.mRNA",-0.55575,-4.74,2.6455
"TCGA-29-1692-01B-01R-0810-07","OV.mRNA",4.694,-4.203125,0.985416666666667
"TCGA-29-1692-02A-01R-0810-07","OV.mRNA",4.59375,-4.823875,-0.137666666666667
"TCGA-29-1693-01A-01R-0566-07","OV.mRNA",4.23225,-4.103625,0.966166666666667
"TCGA-29-1694-01A-01R-0566-07","OV.mRNA",3.8155,-4.706375,0.893833333333333
"TCGA-29-1695-01A-01R-0566-07","OV.mRNA",4.88475,-4.783125,2.72158333333333
"TCGA-29-1696-01A-01R-0566-07","OV.mRNA",3.52075,-3.945125,1.09958333333333
"TCGA-29-1697-01A-01R-0566-07","OV.mRNA",5.16175,-3.169125,0.626416666666667
"TCGA-29-1698-01A-01R-0566-07","OV.mRNA",2.74875,-3.965625,1.69825
"TCGA-29-1699-01A-01R-0566-07","OV.mRNA",3.9325,-4.88525,1.23033333333333
"TCGA-29-1701-01A-01R-0566-07","OV.mRNA",3.18625,-3.938,-0.346416666666667
"TCGA-29-1702-01A-01R-0566-07","OV.mRNA",3.2585,-4.852875,2.11883333333333
"TCGA-29-1703-01A-01R-0566-07","OV.mRNA",3.89625,-4.37025,2.29841666666667
"TCGA-29-1704-01B-01R-0810-07","OV.mRNA",2.65125,-3.948,1.3955
"TCGA-29-1705-01A-01R-0566-07","OV.mRNA",2.35825,-3.737625,1.21858333333333
"TCGA-29-1705-02A-01R-0810-07","OV.mRNA",1.958,-4.35925,1.80541666666667
"TCGA-29-1707-01A-01R-0566-07","OV.mRNA",3.16925,-4.6145,1.73083333333333
"TCGA-29-1707-02A-01R-0810-07","OV.mRNA",2.3455,-4.00542857142857,2.06083333333333
"TCGA-29-1710-01A-02R-0566-07","OV.mRNA",3.884,-4.104625,1.55391666666667
"TCGA-29-1710-02A-01R-0810-07","OV.mRNA",3.217,-3.947875,2.32325
"TCGA-29-1711-01A-01R-0566-07","OV.mRNA",2.995,-4.429375,1.557
"TCGA-29-1761-01A-01R-0566-07","OV.mRNA",2.7705,-4.539875,2.93841666666667
"TCGA-29-1762-01A-01R-0566-07","OV.mRNA",3.62825,-5.051875,-0.156666666666667
"TCGA-29-1763-01A-02R-0566-07","OV.mRNA",3.523,-4.459875,1.64358333333333
"TCGA-29-1764-01A-01R-0566-07","OV.mRNA",2.79725,-4.338,0.864916666666667
"TCGA-29-1766-01A-01R-0566-07","OV.mRNA",3.5825,-4.95675,1.95908333333333
"TCGA-29-1768-01A-01R-0566-07","OV.mRNA",2.75,-3.96125,1.6015
"TCGA-29-1769-01A-01R-0584-07","OV.mRNA",3.65525,-3.751125,0.820166666666667
"TCGA-29-1770-01A-01R-0566-07","OV.mRNA",3.5495,-4.292125,0.624416666666667
"TCGA-29-1770-02A-01R-0810-07","OV.mRNA",4.15025,-4.926125,1.57225
"TCGA-29-1771-01A-01R-0566-07","OV.mRNA",3.30275,-4.909625,1.774
"TCGA-29-1774-01A-01R-0584-07","OV.mRNA",1.279,-4.97675,-2.12858333333333
"TCGA-29-1775-01A-01R-0584-07","OV.mRNA",2.78475,-3.601,1.78433333333333
"TCGA-29-1776-01A-01R-0584-07","OV.mRNA",3.80625,-4.118625,1.52191666666667
"TCGA-29-1777-01A-01R-0584-07","OV.mRNA",2.70625,-3.941125,0.766583333333333
"TCGA-29-1778-01A-01R-0584-07","OV.mRNA",3.2625,-4.41275,2.50616666666667
"TCGA-29-1781-01A-01R-0566-07","OV.mRNA",2.1185,-3.660625,0.763666666666667
"TCGA-29-1783-01A-01R-0566-07","OV.mRNA",3.11575,-4.086625,1.55491666666667
"TCGA-29-1784-01A-02R-0566-07","OV.mRNA",2.579,-3.592625,0.985583333333333
"TCGA-29-1785-01A-01R-0566-07","OV.mRNA",4.31725,-4.467625,1.72233333333333
"TCGA-29-2414-01A-02R-0711-07","OV.mRNA",4.02575,-5.0285,3.37983333333333
"TCGA-29-2414-02A-01R-0810-07","OV.mRNA",4.127,-4.490125,3.07508333333333
"TCGA-29-2425-01A-01R-0711-07","OV.mRNA",4.11125,-4.727375,1.54541666666667
"TCGA-29-2427-01A-01R-0711-07","OV.mRNA",3.37,-4.06925,2.1465
"TCGA-29-2428-01A-01R-0711-07","OV.mRNA",4.7165,-4.6265,-0.918666666666667
"TCGA-29-2429-01A-01R-1050-07","OV.mRNA",3.4075,-4.1305,-0.452
"TCGA-29-2431-01A-01R-1050-07","OV.mRNA",3.0115,-4.37775,2.42683333333333
"TCGA-29-2432-01A-01R-1050-07","OV.mRNA",3.81975,-3.93325,1.05833333333333
"TCGA-29-2434-01A-01R-1050-07","OV.mRNA",3.746,-5.423625,2.48783333333333
"TCGA-29-2436-01A-01R-1050-07","OV.mRNA",3.31275,-3.286875,0.794583333333333
"TCGA-30-1714-01A-02R-0566-07","OV.mRNA",4.03975,-4.805125,1.73991666666667
"TCGA-30-1718-01A-01R-0566-07","OV.mRNA",3.46325,-4.01675,0.79825
"TCGA-30-1853-01A-02R-0655-07","OV.mRNA",3.99025,-3.676125,1.29525
"TCGA-30-1855-01A-01R-0584-07","OV.mRNA",3.742,-4.549875,1.45258333333333
"TCGA-30-1856-01A-01R-0584-07","OV.mRNA",3.188,-4.17875,0.60775
"TCGA-30-1857-01A-02R-0584-07","OV.mRNA",3.93175,-3.026,0.418
"TCGA-30-1859-01A-01R-0655-07","OV.mRNA",3.78825,-4.84675,1.119
"TCGA-30-1860-01A-01R-0655-07","OV.mRNA",-0.13125,-2.585625,0.969666666666667
"TCGA-30-1861-01A-01R-0655-07","OV.mRNA",3.745,-3.452625,1.90125
"TCGA-30-1862-01A-02R-0655-07","OV.mRNA",3.434,-3.54275,3.56608333333333
"TCGA-30-1866-01A-02R-0655-07","OV.mRNA",4.221,-4.448375,1.57658333333333
"TCGA-30-1867-01A-01R-0655-07","OV.mRNA",3.79275,-4.094375,1.64525
"TCGA-30-1880-01A-01R-0655-07","OV.mRNA",3.9145,-2.857875,2.282
"TCGA-30-1887-01A-01R-0655-07","OV.mRNA",3.6575,-3.566375,1.63725
"TCGA-30-1891-01A-01R-0655-07","OV.mRNA",3.552,-3.689375,1.28091666666667
"TCGA-30-1892-01A-01R-0655-07","OV.mRNA",3.91625,-4.10025,1.59375
"TCGA-31-1944-01A-01R-0655-07","OV.mRNA",3.548,-4.5195,0.663916666666667
"TCGA-31-1946-01A-01R-0655-07","OV.mRNA",3.667,-4.334625,1.6805
"TCGA-31-1950-01A-01R-0655-07","OV.mRNA",3.37225,-4.71225,4.33458333333333
"TCGA-31-1951-01A-01R-0655-07","OV.mRNA",3.65075,-4.304625,2.69608333333333
"TCGA-31-1953-01A-01R-0655-07","OV.mRNA",3.5825,-3.88825,1.72383333333333
"TCGA-31-1955-01A-01R-0655-07","OV.mRNA",3.66125,-4.44875,2.22941666666667
"TCGA-31-1956-01A-01R-0655-07","OV.mRNA",2.84275,-3.36975,0.979333333333333
"TCGA-31-1959-01A-01R-0655-07","OV.mRNA",3.90425,-3.70025,0.917
"TCGA-36-1568-01A-01R-0540-07","OV.mRNA",4.026,-4.285125,2.66066666666667
"TCGA-36-1569-01A-01R-0540-07","OV.mRNA",4.1015,-4.272625,0.477083333333333
"TCGA-36-1570-01A-01R-0540-07","OV.mRNA",3.4465,-5.066125,1.0435
"TCGA-36-1571-01A-01R-0540-07","OV.mRNA",4.107,-4.50425,1.39275
"TCGA-36-1574-01A-01R-0540-07","OV.mRNA",3.7295,-4.422,1.56258333333333
"TCGA-36-1575-01A-01R-0540-07","OV.mRNA",4.25225,-5.09575,3.21508333333333
"TCGA-36-1576-01A-01R-0540-07","OV.mRNA",3.8875,-3.930125,-0.192583333333333
"TCGA-36-1577-01A-01R-0540-07","OV.mRNA",3.14075,-4.83575,1.54641666666667
"TCGA-36-1578-01A-01R-0540-07","OV.mRNA",4.02675,-4.490875,3.03041666666667
"TCGA-36-1580-01A-01R-0540-07","OV.mRNA",4.04325,-4.125375,1.39875
"TCGA-36-1581-01A-01R-0540-07","OV.mRNA",-0.57275,-4.26825,0.315666666666667
"TCGA-36-2529-01A-01R-1050-07","OV.mRNA",3.57975,-3.986125,1.368
"TCGA-36-2530-01A-01R-1050-07","OV.mRNA",2.87625,-4.458625,2.14166666666667
"TCGA-36-2532-01A-01R-1050-07","OV.mRNA",3.583,-4.011375,2.42241666666667
"TCGA-36-2533-01A-01R-1050-07","OV.mRNA",3.3105,-4.129875,1.74083333333333
"TCGA-36-2534-01A-01R-1050-07","OV.mRNA",3.3425,-4.244625,3.29016666666667
"TCGA-36-2537-01A-01R-1050-07","OV.mRNA",3.8,-4.422125,1.02883333333333
"TCGA-36-2538-01A-01R-1050-07","OV.mRNA",2.92875,-5.11675,0.269
"TCGA-36-2539-01A-01R-1050-07","OV.mRNA",3.08075,-3.88925,0.59475
"TCGA-36-2540-01A-01R-1050-07","OV.mRNA",3.16575,-3.949125,1.25183333333333
"TCGA-36-2542-01A-01R-1050-07","OV.mRNA",4.03325,-4.141375,2.17208333333333
"TCGA-36-2543-01A-01R-1050-07","OV.mRNA",3.5135,-4.50125,2.14658333333333
"TCGA-36-2544-01A-01R-1050-07","OV.mRNA",3.20475,-4.75175,0.87275
"TCGA-36-2545-01A-01R-1050-07","OV.mRNA",3.25525,-3.492375,1.02966666666667
"TCGA-36-2547-01A-01R-1050-07","OV.mRNA",3.54225,-4.726875,2.4595
"TCGA-36-2548-01A-01R-1050-07","OV.mRNA",4.28925,-3.979875,1.98425
"TCGA-36-2549-01A-01R-1050-07","OV.mRNA",3.326,-4.26925,2.16391666666667
"TCGA-36-2551-01A-01R-1050-07","OV.mRNA",3.372,-3.7245,2.01333333333333
"TCGA-36-2552-01A-01R-1050-07","OV.mRNA",3.8525,-4.4545,-0.00299999999999998
"TCGA-42-2582-01A-01R-1231-07","OV.mRNA",2.3105,-4.655125,0.87975
"TCGA-42-2587-01A-01R-1050-07","OV.mRNA",2.781,-3.175625,2.06616666666667
"TCGA-42-2588-01A-01R-1050-07","OV.mRNA",2.22775,-3.937,0.844583333333333
"TCGA-42-2589-01A-01R-1050-07","OV.mRNA",3.35775,-3.7645,0.838416666666666
"TCGA-42-2590-01A-01R-1050-07","OV.mRNA",2.682,-4.118875,1.13733333333333
"TCGA-42-2591-01A-01R-1050-07","OV.mRNA",2.67725,-5.246125,0.54325
"TCGA-42-2593-01A-01R-1050-07","OV.mRNA",2.4045,-3.285375,2.72
"TCGA-57-1582-01A-01R-0540-07","OV.mRNA",3.92575,-3.388125,0.346083333333333
"TCGA-57-1583-01A-01R-0540-07","OV.mRNA",4.3075,-4.923125,2.716
"TCGA-57-1584-01A-01R-0540-07","OV.mRNA",4.0885,-4.883875,2.17966666666667
"TCGA-57-1585-01A-01R-0540-07","OV.mRNA",3.83275,-4.05175,1.68475
"TCGA-57-1586-01A-02R-0566-07","OV.mRNA",3.8375,-2.776125,1.60475
"TCGA-57-1992-01A-01R-0655-07","OV.mRNA",2.89275,-5.11825,1.52583333333333
"TCGA-57-1993-01A-01R-0655-07","OV.mRNA",3.463,-2.891,1.92108333333333
"TCGA-57-1994-01A-01R-0655-07","OV.mRNA",3.83025,-4.086625,3.17933333333333
"TCGA-59-2348-01A-01R-0711-07","OV.mRNA",3.5985,-4.447,1.66283333333333
"TCGA-59-2349-01A-01R-0711-07","OV.mRNA",-0.49625,1.395875,-4.22791666666667
"TCGA-59-2350-01A-01R-0711-07","OV.mRNA",4.55825,-4.991,1.11925
"TCGA-59-2351-01A-01R-0711-07","OV.mRNA",3.88725,-4.776375,1.49625
"TCGA-59-2352-01A-01R-0711-07","OV.mRNA",4.2505,-5.49575,3.7045
"TCGA-59-2354-01A-01R-0711-07","OV.mRNA",3.8765,-3.81425,2.56408333333333
"TCGA-59-2355-01A-01R-0711-07","OV.mRNA",2.77225,-3.898375,1.85333333333333
"TCGA-59-2363-01A-01R-0711-07","OV.mRNA",4.0255,-5.765375,1.61783333333333
"TCGA-59-2372-01A-01R-1050-07","OV.mRNA",4.56525,-5.680625,1.31241666666667
"TCGA-61-1721-01A-01R-0655-07","OV.mRNA",0.2495,-4.687375,0.0201666666666667
"TCGA-61-1722-01A-01R-0584-07","OV.mRNA",3.66775,-3.992625,2.11183333333333
"TCGA-61-1724-01A-01R-0655-07","OV.mRNA",3.75075,-4.22525,1.94475
"TCGA-61-1725-01A-01R-0584-07","OV.mRNA",1.95325,-4.110375,0.637666666666667
"TCGA-61-1727-01A-01R-0584-07","OV.mRNA",3.831,-3.25675,2.59616666666667
"TCGA-61-1728-01A-01R-0655-07","OV.mRNA",4.049,-3.985125,2.02733333333333
"TCGA-61-1730-01A-01R-0584-07","OV.mRNA",4.502,-3.762875,1.69191666666667
"TCGA-61-1733-01A-01R-0584-07","OV.mRNA",4.08775,-4.87075,1.05966666666667
"TCGA-61-1734-01B-01R-0670-07","OV.mRNA",4.04125,-5.20075,1.57825
"TCGA-61-1736-01B-01R-0670-07","OV.mRNA",3.566,-4.48,1.26508333333333
"TCGA-61-1737-01A-01R-0584-07","OV.mRNA",3.60225,-4.364625,0.298583333333333
"TCGA-61-1738-01A-01R-0584-07","OV.mRNA",3.93475,-4.431625,1.31616666666667
"TCGA-61-1740-01A-01R-0584-07","OV.mRNA",3.41825,-4.034875,1.55275
"TCGA-61-1741-01A-02R-0584-07","OV.mRNA",3.49875,-4.510375,2.7945
"TCGA-61-1743-01A-01R-0655-07","OV.mRNA",4.198,-5.03725,2.12508333333333
"TCGA-61-1895-01A-01R-0584-07","OV.mRNA",2.179,-4.094125,0.190416666666667
"TCGA-61-1899-01A-01R-0584-07","OV.mRNA",3.42375,-4.497125,2.36725
"TCGA-61-1900-01A-01R-0584-07","OV.mRNA",2.703,-5.5405,1.10233333333333
"TCGA-61-1901-01A-01R-0584-07","OV.mRNA",3.9305,-4.388125,1.29233333333333
